Taluks,Population 2011_Rural_male,Population 2011_Rural_female,Population 2011_Rural_total,Population 2011_urban_male,Population 2011_urban_female,Population 2011_urban_total,Population 2011_Rural_urban_total,Population 2011_Decadal Change in percentage_2001 - 11Rural,Population 2011_Decadal Change in percentage_2001 - 11_urban,Population 2011_Decadal Change in percentage_2001 - 11_total
Dharwad,110146.05162512111,104199.7744428864,214353.27847665263,149724.6367229146,148539.63701661758,298268.48310367827,512615.7614610986,14.338463294523963,11.464102448646571,18.459162730409563
Sakleshpura,51572.17272665212,53715.946346630444,105283.49508910824,11554.128778141881,11789.583584401038,23349.533389862496,128630.29359972477,-6.635497864988559,-2.393061924783883,2.3729330286422554
Srinivaspura,88464.42113349155,87041.36504360687,175512.74778491407,13603.211243642942,13180.707140531938,26792.572651840324,202302.45943880494,12.833795071063356,13.622576990801539,6.504008951265389
Arkalgud,93830.6259258668,93941.01685232522,187778.9152871378,8463.257539032016,8345.185763933168,16810.90368449995,204585.79300597028,-2.6355511514118364,14.062907141590216,-2.438543496457245
Jamakhandi,98659.2619794897,96375.83927010662,195030.4571761188,33932.87079994656,35000.56127716636,68942.51054232438,263975.56754060916,11.29194400049825,20.708376127698088,19.603808034389075
Vadagera,55039.000595448524,54704.44428777707,109747.25197407983,-3.5324328337013835,-2.038184362479052,-1.9929158033281578,109752.44403249376,-3.031814167323054,-0.7663835374133576,1.0409793608135463
Yelahanka,93301.43032237494,82169.37531410674,175464.23981885976,248417.84488767677,225522.52048265422,473939.4917410078,649414.7084423759,63.77271892160225,61.897331074293525,56.57331182279694
Kitthuru,31907.662178899587,30882.14396305385,62792.1410225155,14874.361991198746,14659.141751136822,29533.38035156273,92319.07827275516,7.310757205468439,3.6213917041836043,3.732023345994942
Mandya,139940.5665890441,137854.70132080777,277792.5263486565,68662.84087467409,68692.61290191914,137357.2697596066,415151.0273849096,1.2645753940289732,-0.01815176359584658,3.3009738284428436
Devdurga,125540.71835157288,126139.68549542261,251679.12671464906,14624.814742438362,14302.0217870173,28924.46829306523,280610.8485448154,23.386334269782424,29.830685785465967,26.050475230436565
Pandavpura,81864.62908344482,81087.68527447498,162953.39439425754,10171.001771841997,10227.946947575547,20394.22282219094,183354.5897780124,-0.6211124792994926,11.029463418580622,0.04508432572125276
Gulbarga,99218.73046590462,95018.31293666878,194237.7581457494,276548.95892485155,266599.32721162,543150.6032434328,737386.6007404946,17.303203660039355,31.07445843564602,20.323241670497676
Srinivaspura,88462.33789248372,87042.6610968182,175510.89955558671,13612.510577992893,13188.287384872317,26792.72615820235,202303.97724394166,7.579198365115975,21.25647523228072,7.269173797061367
Sirivara,61040.85921507937,61732.097398856306,122774.89524403439,9564.058589009657,9726.958203083845,19294.817828446423,142065.71561256878,-4.349519845970093,0.9361705376341325,0.9187649442734305
Soraba,95506.19333452453,93967.28675205876,189476.16778679218,5623.001452012854,5709.117263660779,11336.190010857586,200808.06432781185,1.5873786634526255,52.076179729821725,9.945010195573868
Basavan Bagewadi,61752.863780100386,59753.08468152656,121513.77347283735,24357.429988443404,23948.999086997632,48310.62281414142,169818.8268343191,5.872190264055534,20.05328740565868,11.129778231435479
koppal,151154.43045126845,147260.0470565695,298410.46894342126,39754.086093003025,39619.33044060409,79372.3317099145,377780.0209497951,19.143366367352755,24.442492747007766,25.15437465825626
Kadur,107618.889393643,106493.49851509952,214109.12967500323,28335.37379824292,28538.788928142592,56869.71703414605,270986.8747165592,1.862659971933344,9.725924419356923,3.9499203469168593
Chadachana,54721.17940439275,51140.5118721293,105863.54579187371,8333.375094904923,8004.250679579771,16348.342949725087,122206.85350576216,17.808535319147442,22.431282914122026,21.334162451140998
Shorapur,101173.16102462518,99761.31449317001,200932.76838903863,25771.454709152877,25629.141809451357,51394.35676763111,252335.1761261976,27.954277143835668,13.021230716916794,21.834266955668753
Kanakpura,102779.22787406718,99465.65230701507,202246.59150800228,27508.60343927918,26502.816749073943,54010.610909500094,256261.2683293962,-1.8072765850440078,10.826319773800217,3.2609374849925006
Chikmagalur,93219.62186717264,93748.46033006892,186962.96469519325,58704.82820011137,59696.81615178802,118405.71028652837,305372.1769078097,0.8855786557638985,16.018558275552564,-0.6294233989896223
Udupi,27533.71147285679,29677.26943422277,57207.35977337925,96794.90659880363,99667.8024367651,196468.85120935063,253679.2817034508,-47.417915418437794,57.857605845873735,12.217737404242168
Harohalli,38301.32995355341,36576.81012615766,74880.05289358902,9973.99193367629,9760.575997085101,19738.732287676725,94613.0126829496,4.670442097308723,18.010870667663912,5.877635096344019
Gangavathi,62852.28164519296,63447.06603856767,126297.92002102235,57230.45587797561,57411.4772535491,114642.14319528492,240938.12571916054,9.135035016431328,13.435262680365177,14.504703895257569
Kurugodu,47180.8290530336,47258.98723005871,94435.10926595093,10986.407388588506,10965.052584928431,21947.92688640416,116387.14515665744,10.684617425582177,31.16486825920369,10.892025031831494
Belthangady,124676.15552944613,127134.532307816,251800.81262054847,7299.6189489319395,7493.107403105826,14788.596340965996,266585.6886020483,-8.755147352097495,12.697899989689926,11.240953286686137
Nelamangala,83237.46107830454,79843.67824753988,163086.14660496748,24263.71866202808,23541.73837006587,47802.37508868997,210888.37527333683,10.702986140683812,87.96711620330933,21.691282219988807
Ullala,26685.484196133384,26629.202868499884,53317.880130178746,78715.35457178894,80753.29468177127,159467.18207121073,212783.50520085872,-31.807587097682173,57.046674393100886,13.295707737840232
Chikballapur,76728.68481939283,72158.90008277245,148885.9620110756,32124.772539408626,31526.620042610753,63654.26513506878,212534.771915683,10.181715059352195,19.190315189727492,10.592833111862372
Belthangady,124671.28183988182,127128.11996590706,251798.27959120402,7298.671305759425,7492.026634300128,14785.282378216503,266592.5987242344,-10.172530469176152,9.531776114709274,5.434313707791199
Savadatti,114938.71308807543,111212.98934463368,226154.1898398377,20593.754135519925,20623.68159561801,41214.98638996561,267370.8853969355,9.090056566371437,11.860729393593385,15.418910951802067
Basavakalyan,120545.37215087756,116349.33221360677,236906.26089008563,36112.55475895156,33596.07087621912,69717.04749267532,306619.53706494876,12.964016237734764,11.017707049907067,15.377164117286286
Aland,140005.67370043675,131918.16932762638,271927.29887072975,21881.725194883606,20482.317200502453,42366.680865028575,314299.32431402255,13.874917882686077,16.365083465847377,17.591058849690988
Thirthahalli,62785.0589598287,64691.64628925611,127482.01406352762,7091.949009523822,7439.305366806308,14523.785957341688,142002.96543396421,3.374039997355518,-2.072803016620319,2.9967929763797514
Krishnarajpet,117262.69947663214,117277.45151398622,234530.1247734878,12981.276301009711,12967.804669734387,25946.08362560926,260480.20602432874,4.18633840891667,14.066346944782804,9.041177292994174
Gadag,89133.04769641311,86752.426922759,175881.43087805627,95434.71269800585,95936.85869516668,191374.95333380272,367256.45466822817,9.893457362452406,12.520826707380712,13.45869713057041
Chincholi,94791.23440346618,94154.92113284844,188941.5181144391,10852.076906150563,10045.76593999061,20895.207981555417,209847.1078708475,12.271750932271761,22.332318316998254,14.003019450705022
Hukkeri,171560.4996526699,170086.01700195894,341640.119135414,28930.889576439193,28698.480059544854,57621.7036142243,399267.0845848449,8.997427506640388,6.492334617874873,16.39568883425494
Bhadravathi,94861.90273670618,93876.72430500873,188739.6029414258,75009.52170249063,76095.00632814066,151102.14544285423,339845.45360299415,6.04342964053747,-8.67167089424538,2.1920991401983567
Lingasugur,119547.34492157832,117790.82077726819,237333.38461798505,32499.52556718242,31806.96222398378,64299.65123429853,301641.28822092165,17.176495312750887,18.203416333289425,21.865929459687443
Yelburga,71838.67473329479,70164.36824616166,142003.5209357327,7495.09662878448,7320.49780416125,14811.299555034173,156813.2933491337,20.158517624663826,27.740884354298974,14.828177636191242
Karwar,37277.96653061539,36396.42036468613,73675.19701527235,40967.44690484644,40573.927428675306,81545.77306767661,155208.8692858269,5.8871656536216195,9.213890662697398,4.3129916253215494
Raichur,123262.18865747808,124210.50347883829,247472.3328674878,126292.37468321346,124867.88730415118,251162.7954536378,498640.12990017486,23.29240916135742,9.471375767348611,10.778961140345192
Alnavara,9399.439212121642,9019.396705980376,18419.43114672517,8683.590044086406,8540.074421229725,17223.99680171328,35648.42589183663,18.404997468531246,9.42533014840977,6.546552609892148
Hirekerur,51646.3706109094,49299.85383712332,100949.23752939895,9769.967308790025,9424.43918122022,19190.675670417237,120142.81956573832,12.296194370863528,25.6989320946393,14.525473915354077
Hungund,51116.67046359523,50529.96972988204,101636.40022107697,26111.458639072698,25450.6017953835,51568.022892754205,153206.3341772482,-13.979089822568252,87.64774325779646,8.607197991930317
Puttur,61947.07041543625,62665.77356057367,124606.78422944927,30300.176744741464,30573.769680174508,60877.46828651975,185489.3993739555,5.7217613758339985,24.892766584910323,4.524810277660621
Joida,26163.342817651057,25841.20705071659,52008.037393834034,-0.36040111510574846,-4.003300977914147,-4.4564972558686735,52008.59461164119,3.4433981731844376,4.597141243024462,5.802269762106208
Hunsur,117512.78813441194,114583.91891928916,232099.2695924467,25425.958861894364,25432.465313292345,50869.57349498109,282961.6956709622,14.510405187690006,11.307380279236211,7.773487080910348
Pavagada,109385.77158772266,107330.62883951525,216707.46080615206,14298.512464983934,14189.240344523698,28489.888335756157,245195.3403921185,0.053482906245892914,-0.060336020398013446,4.235792301348699
Devara Hipparagi,50733.08455611049,48552.150565862525,99279.66377775541,8465.988809436278,8088.690330400831,16550.010131200772,115832.88839141006,6.865789566750244,41.40236795395346,7.434738985745232
Babaleshwara,56211.54051882662,55120.64742096465,111340.21098662686,6359.748754038413,6129.35775880791,12493.303140366386,123831.54234396073,13.796792888063436,11.200924496226529,20.335871042595716
Jagaluru,78289.67680392892,76275.32125442293,154562.44647036947,8694.845997879103,8564.422684561869,17257.67303729125,171820.3382984012,9.874681323215736,14.665371032579031,4.496479590008226
Kadaba,55093.263849095536,55315.284509844816,110407.82393143699,4768.225728365529,4779.340860523815,9545.069971041363,119955.05601945972,2.1359055090308683,13.583572224688224,2.6300943623872715
Bhadravathi,94864.03650207943,93879.48771745368,188746.87817460395,75010.31980449014,76095.46030576534,151102.73343002668,339842.3755297244,10.57089283383463,-9.484038347641484,-3.82425225628558
Bhadravathi,94865.8170626212,93875.48169062463,188740.40747694223,75008.47635527718,76095.57868647602,151102.41586849047,339842.4324733648,6.778086660379971,-10.337308165286561,2.569230107148914
Hassan,108735.13816086584,109947.0355028703,218677.91578516358,88380.15037943986,89103.31448674043,177482.94835372883,396164.1607949949,-7.084672686853152,28.88588042734994,13.560447703668475
Shahapur,93196.78925722801,91733.94641095039,184931.33008845928,35214.935812589065,33725.12486704319,68939.87734456474,253866.72392028497,17.161492306084632,9.46499034403477,24.489520741703146
Narasimharajapura,28711.05759419917,29923.23990055673,58629.73592265946,3733.3388624178524,3721.5526075042203,7453.551948149993,66093.59495147433,-0.434432089833215,1.502709831509204,-3.4084509567538777
Arsikere,130768.67965218375,131351.1170986015,262125.89439714322,26957.436371268363,26255.098266658224,53211.17917498945,315340.6675893797,6.4520271769049815,16.924263072598215,3.3729473246515616
Tiptur,81334.4391673051,81872.92548615161,163206.14379796566,29944.297996445446,29590.66023519475,59544.77920574093,222744.4123560118,0.125696111333216,14.350966930118883,3.8322780197858064
Nyamati,41894.54324268157,37982.32231556113,79871.33661529834,4675.391269420044,4615.624547861746,9290.531309341117,89160.7291944814,-3.87543839594413,3.474197615951063,-3.1693082836034026
Kurugodu,47177.41924321976,47264.15533881173,94433.0334818094,10977.688094799763,10967.099413378563,21948.748979118034,116389.3796719545,8.10911025643999,30.051828507015223,14.511255754058915
Gokak,146799.50669919868,145013.28278723595,291802.05414033873,53313.0016350399,53279.445549467215,106585.46098871774,398393.5050307598,19.251084254718826,12.150928081462649,12.552142672631751
Hospet,56153.03736385842,55455.399268286856,111607.71939008961,123133.85819869788,124526.58433957456,247657.018557086,359265.9925941737,32.751699522007875,18.767353582738302,30.126909072500457
Muddebihal,73123.42176006298,71993.69167135404,145119.70430159403,17188.023007544376,17030.97794411022,34215.38296344675,179328.27252916867,2.1741322427102405,24.22194699372461,-0.7846149642814932
Nyamati,41887.86132039793,37983.701954089214,79876.71623397454,4675.145998667581,4613.086489980972,9289.639116628085,89158.79264175518,4.258812408793938,2.723535882257746,-1.8177974556956498
Hosanagar,55673.11889419148,56709.241438954705,112385.21232002208,2833.4310604420416,3002.5155361834727,5839.672328454501,118219.64958452186,3.1993263339010385,13.870908672207815,2.7665874307974274
Karwar,37282.30434482265,36388.17220986644,73671.14278900698,40973.6504475283,40574.17975766724,81540.08666615028,155212.09375274493,1.1987321060029492,8.739300825778152,3.77426434402991
Jagaluru,78289.75314784459,76280.53201985087,154561.48323962663,8696.048100714532,8562.83825963137,17255.281235047452,171819.2938835946,8.846832725233163,18.25386738376545,4.059059704457816
Mudigere,41768.24176816975,43593.64653184633,85361.42176446287,5935.094851304134,5984.292396375205,11914.948179980167,97279.49930208155,-6.832732460014569,-37.17023233229752,-11.478253372093262
Indi,135070.51609403285,125669.14940359941,260747.90278292872,19535.43671285542,18690.971300575926,38220.35960502017,298967.39266808715,16.725528839017798,15.414328469966264,14.640903406219266
Gajendragad,31512.511087058112,30930.93523992748,62440.657583996006,24580.316258867144,24467.829800387874,49048.92377900567,111487.91626291008,8.159227263574978,13.431786117200314,12.470076158656784
